ID do Aluno,CPF,Nome,Telefone,E-mail,Data de Contratação,Plano vigente,Anual/Mensal,Valor do Plano,Valor Renovação,Data de renovação,Forma de pagamento,Parcelas,Já renovou antes,Mesmo nome do Cartão?,Acessos 30D,Acessos 90d,Cursos Concluídos (Sempre),Cursos Concluídos (30d),Comunicações Abertas 30d,Comunicações Abertas 90d,OptOut,Bounce,Incomunicavel?
200386,000.000.003-86,Sergio Gomes,(57) 93367-5840,sergio.gomes.386@aluno.com,2024-04-05,Ultra,Anual,1200,960,2025-04-05,Cartão,1x,Não,Sim,0,2,3,0,0,0,Sim,Não,Sim
200387,000.000.003-87,Lucas Rodrigues,(83) 93259-4994,lucas.rodrigues.387@email.com,2023-01-26,Plus,Anual,900,720,2024-01-26,Boleto,1x,Não,,7,22,40,1,4,4,Sim,Não,Não
200388,000.000.003-88,Ana Souza,(54) 98515-9551,ana.souza.388@email.com,2023-02-15,Pro,Anual,1000,800,2024-02-15,Cartão,Nx,Sim,Não,6,8,10,0,3,4,Sim,Não,Não
200389,000.000.003-89,Olivia Lima,(69) 97062-6391,olivia.lima.389@outlook.com,2023-08-16,Plus,Anual,900,720,2024-08-15,Cartão,1x,Não,Sim,5,6,2,1,1,8,Não,Sim,Sim
200390,000.000.003-90,Daniela Nascimento,,daniela.nascimento.390@aluno.com,2023-06-11,Ultra,Anual,1200,960,2024-06-10,Boleto,1x,Sim,,5,16,9,2,2,3,Não,Não,Não
200391,000.000.003-91,Lucas Souza,(63) 98588-1140,lucas.souza.391@outlook.com,2023-04-20,Pro,Anual,1000,800,2024-04-19,Cartão,1x,Não,Sim,0,0,4,0,0,2,Não,Não,Sim
200392,000.000.003-92,Olivia Rodrigues,(12) 90520-4399,olivia.rodrigues.392@outlook.com,2023-10-31,Plus,Anual,900,720,2024-10-30,Cartão,12x,Não,Sim,0,0,5,0,1,2,Não,Não,Sim
200393,000.000.003-93,Igor Oliveira,(43) 91011-0562,igor.oliveira.393@outlook.com,2024-07-12,Plus,Anual,900,720,2025-07-12,Outros,1x,Não,,7,27,38,2,3,7,Não,Não,Não
200394,000.000.003-94,Daniela Almeida,(11) 90339-5701,daniela.almeida.394@aluno.com,2024-11-24,Ultra,Anual,1200,960,2025-11-24,Boleto,1x,Não,,5,13,9,2,1,6,Não,Não,Não
200395,000.000.003-95,Gustavo Pereira,(23) 94101-2199,gustavo.pereira.395@aluno.com,2023-01-04,Plus,Anual,900,720,2024-01-04,Cartão,12x,Não,Sim,5,11,11,2,2,3,Não,Não,Não
200396,000.000.003-96,Gustavo Costa,(37) 93126-7548,gustavo.costa.396@outlook.com,2023-03-24,Plus,Anual,900,720,2024-03-23,Cartão,1x,Não,Sim,6,11,13,2,2,3,Não,Sim,Sim
200397,000.000.003-97,Juliana Almeida,(49) 93602-6939,juliana.almeida.397@email.com,2023-10-01,Plus,Anual,900,720,2024-09-30,Cartão,12x,Sim,Sim,16,19,25,3,5,11,Não,Sim,Sim
200398,000.000.003-98,Lucas Costa,(47) 91341-7314,lucas.costa.398@email.com,2023-07-16,Plus,Anual,900,720,2024-07-15,Cartão,12x,Sim,Sim,0,1,1,0,1,1,Não,Não,Sim
200399,000.000.003-99,Karen Almeida,(40) 94787-3680,karen.almeida.399@aluno.com,2024-04-23,Plus,Anual,900,720,2025-04-23,Cartão,1x,Não,Sim,4,13,9,1,0,0,Sim,Não,Não
200400,000.000.004-00,Carlos Pereira,(77) 97974-6136,carlos.pereira.400@email.com,2023-02-11,Plus,Anual,900,720,2024-02-11,Cartão,12x,Sim,Sim,9,27,37,2,4,12,Não,Não,Não
200401,000.000.004-01,Olivia Almeida,(96) 91769-7120,olivia.almeida.401@gmail.com,2024-03-29,Plus,Anual,900,720,2025-03-29,Cartão,12x,Não,Sim,4,14,1,0,0,1,Não,Sim,Sim
200402,000.000.004-02,Mariana Lima,(98) 95762-7576,mariana.lima.402@gmail.com,2024-08-21,Plus,Anual,900,720,2025-08-21,Boleto,1x,Não,,18,27,36,0,1,4,Não,Não,Não
200403,000.000.004-03,Olivia Almeida,(38) 98964-2164,olivia.almeida.403@aluno.com,2023-03-03,Ultra,Anual,1200,960,2024-03-02,Cartão,12x,Sim,Sim,3,9,13,0,0,0,Não,Não,Não
200404,000.000.004-04,Karen Gomes,(48) 91511-8389,karen.gomes.404@gmail.com,2023-01-24,Plus,Anual,900,720,2024-01-24,Outros,1x,Sim,,20,33,15,4,1,10,Não,Não,Sim
200405,000.000.004-05,Nicolas Rodrigues,(98) 92835-3995,nicolas.rodrigues.405@outlook.com,2023-07-15,Plus,Anual,900,720,2024-07-14,Cartão,12x,Não,Sim,21,27,15,4,2,8,Não,Não,Não
200406,000.000.004-06,Sergio Lima,(71) 99044-1124,sergio.lima.406@outlook.com,2024-09-27,Plus,Anual,900,720,2025-09-27,Cartão,12x,Sim,Sim,0,0,2,0,0,0,Não,Não,Sim
200407,000.000.004-07,Igor Pereira,(19) 99062-8026,igor.pereira.407@aluno.com,2023-08-05,Plus,Anual,900,720,2024-08-04,Outros,1x,Sim,,0,1,5,0,0,0,Não,Não,Não
200408,000.000.004-08,Sergio Lima,(50) 90840-6525,sergio.lima.408@gmail.com,2023-12-06,Plus,Anual,900,720,2024-12-05,Cartão,12x,Não,Sim,13,27,6,4,3,7,Não,Não,Não
200409,000.000.004-09,Nicolas Almeida,(18) 96261-7965,nicolas.almeida.409@aluno.com,2023-05-19,Plus,Anual,900,720,2024-05-18,Cartão,12x,Não,Sim,3,9,2,2,3,5,Não,Não,Não
200410,000.000.004-10,Nicolas Souza,(69) 96240-4804,nicolas.souza.410@aluno.com,2024-11-26,Pro,Anual,1000,800,2025-11-26,Cartão,12x,Sim,Não,0,0,5,0,0,1,Não,Não,Não
200411,000.000.004-11,Ana Oliveira,(94) 95689-8464,ana.oliveira.411@gmail.com,2024-12-12,Plus,Anual,900,720,2025-12-12,Cartão,12x,Não,Sim,5,15,10,0,0,1,Não,Não,Não
200412,000.000.004-12,Sergio Nascimento,(78) 95135-8156,sergio.nascimento.412@email.com,2024-02-27,Pro,Anual,1000,800,2025-02-26,Outros,1x,Não,,6,18,2,1,0,1,Não,Sim,Sim
200413,000.000.004-13,Karen Oliveira,(77) 90870-3493,karen.oliveira.413@aluno.com,2024-01-07,Plus,Anual,900,720,2025-01-06,Cartão,12x,Não,Sim,0,0,5,0,1,2,Não,Não,Não
200414,000.000.004-14,Helena Lima,(94) 91787-1152,helena.lima.414@email.com,2023-12-31,Plus,Anual,900,720,2024-12-30,Pix,1x,Sim,,24,38,39,4,1,3,Não,Não,Não
200415,000.000.004-15,Sergio Costa,(72) 94645-5187,sergio.costa.415@aluno.com,2024-11-11,Plus,Anual,900,720,2025-11-11,Boleto,1x,Sim,,0,2,4,0,0,1,Não,Não,Sim
200416,000.000.004-16,Karen Costa,(68) 93546-5098,karen.costa.416@email.com,2023-10-03,Plus,Anual,900,720,2024-10-02,Outros,1x,Não,,20,27,13,2,5,11,Não,Não,Não
200417,000.000.004-17,Helena Almeida,(53) 96357-5270,helena.almeida.417@gmail.com,2023-04-28,Plus,Anual,900,720,2024-04-27,Cartão,12x,Sim,Sim,19,31,9,2,1,11,Não,Sim,Sim
200418,000.000.004-18,Karen Souza,(62) 95431-6778,karen.souza.418@gmail.com,2023-06-18,Plus,Anual,900,720,2024-06-17,Cartão,12x,Sim,Sim,0,2,0,0,0,2,Não,Não,Sim
200419,000.000.004-19,Fernanda Silva,(73) 99643-4926,fernanda.silva.419@email.com,2024-02-06,Plus,Anual,900,720,2025-02-05,Cartão,12x,Não,Sim,0,2,1,0,0,1,Não,Não,Sim
200420,000.000.004-20,Lucas Lima,(80) 93382-4237,lucas.lima.420@gmail.com,2023-01-19,Ultra,Anual,1200,960,2024-01-19,Cartão,12x,Sim,Sim,9,24,22,0,3,10,Sim,Não,Não
200421,000.000.004-21,Juliana Silva,(83) 93524-5977,juliana.silva.421@outlook.com,2024-11-29,Pro,Anual,1000,800,2025-11-29,Cartão,12x,Sim,Sim,4,18,36,0,5,6,Não,Não,Não
200422,000.000.004-22,Ana Almeida,(91) 94678-8342,ana.almeida.422@gmail.com,2023-07-06,Plus,Anual,900,720,2024-07-05,Cartão,Nx,Não,Não,5,20,22,0,3,8,Não,Não,Não
200423,000.000.004-23,Bruno Gomes,(34) 91093-0311,bruno.gomes.423@aluno.com,2023-03-10,Ultra,Anual,1200,960,2024-03-09,Cartão,12x,Sim,Não,0,1,5,0,0,0,Não,Sim,Sim
200424,000.000.004-24,Nicolas Gomes,(43) 93151-4121,nicolas.gomes.424@outlook.com,2024-02-01,Plus,Anual,900,720,2025-01-31,Cartão,12x,Não,Sim,16,19,33,1,1,2,Não,Não,Não
200425,000.000.004-25,Bruno Oliveira,(47) 97164-8167,bruno.oliveira.425@gmail.com,2023-07-28,Plus,Anual,900,720,2024-07-27,Cartão,Nx,Não,Sim,22,38,24,0,3,3,Não,Não,Não
200426,000.000.004-26,Paulo Silva,(71) 92435-0061,paulo.silva.426@aluno.com,2023-11-21,Plus,Anual,900,720,2024-11-20,Pix,1x,Não,,14,18,23,0,2,4,Não,Não,Não
200427,000.000.004-27,Renata Lima,(31) 99445-7008,renata.lima.427@aluno.com,2023-12-02,Pro,Anual,1000,800,2024-12-01,Cartão,12x,Sim,Sim,3,9,6,1,2,6,Não,Não,Não
200428,000.000.004-28,Paulo Almeida,(45) 90525-9845,paulo.almeida.428@gmail.com,2024-06-05,Ultra,Anual,1200,960,2025-06-05,Cartão,12x,Sim,Não,6,8,8,2,0,8,Não,Não,Não
200429,000.000.004-29,Tatiana Nascimento,(24) 99349-5153,tatiana.nascimento.429@gmail.com,2024-01-24,Plus,Anual,900,720,2025-01-23,Cartão,12x,Não,Não,6,17,28,4,1,2,Não,Não,Não
200430,000.000.004-30,Ana Oliveira,(69) 98261-5175,ana.oliveira.430@outlook.com,2024-01-22,Plus,Anual,900,720,2025-01-21,Boleto,1x,Não,,19,32,39,2,4,8,Não,Não,Não
200431,000.000.004-31,Igor Gomes,(22) 93889-5744,igor.gomes.431@outlook.com,2023-01-18,Plus,Anual,900,720,2024-01-18,Outros,1x,Não,,0,0,2,0,0,0,Não,Não,Sim
200432,000.000.004-32,Nicolas Gomes,(97) 93805-6163,nicolas.gomes.432@gmail.com,2024-06-01,Plus,Anual,900,720,2025-06-01,Boleto,1x,Sim,,2,10,15,2,1,1,Não,Não,Não
200433,000.000.004-33,Olivia Rodrigues,(54) 95288-8800,olivia.rodrigues.433@aluno.com,2024-01-11,Plus,Anual,900,720,2025-01-10,Cartão,12x,Não,Sim,18,35,38,0,3,4,Não,Não,Não
200434,000.000.004-34,Sergio Silva,(23) 92464-5178,sergio.silva.434@email.com,2024-09-30,Plus,Anual,900,720,2025-09-30,Cartão,Nx,Não,Sim,0,2,1,0,1,3,Não,Não,Sim
200435,000.000.004-35,Mariana Lima,(64) 92958-0858,mariana.lima.435@email.com,2024-01-22,Pro,Anual,1000,800,2025-01-21,Cartão,1x,Não,Sim,11,23,29,1,3,11,Não,Não,Não
200436,000.000.004-36,Igor Costa,(66) 96760-8123,igor.costa.436@email.com,2024-07-17,Plus,Anual,900,720,2025-07-17,Cartão,12x,Não,Sim,10,20,38,0,2,7,Sim,Não,Não
200437,000.000.004-37,Mariana Souza,(19) 92304-7965,mariana.souza.437@email.com,2024-01-16,Plus,Anual,900,720,2025-01-15,Cartão,12x,Não,Sim,0,2,0,0,0,3,Não,Não,Sim
200438,000.000.004-38,Ana Gomes,(65) 90783-0138,ana.gomes.438@gmail.com,2024-02-19,Plus,Anual,900,720,2025-02-18,Cartão,12x,Não,Sim,0,2,3,0,1,1,Não,Não,Sim
200439,000.000.004-39,Tatiana Silva,(60) 99581-1762,tatiana.silva.439@email.com,2024-08-24,Plus,Anual,900,720,2025-08-24,Cartão,12x,Não,Sim,0,2,3,0,0,2,Não,Não,Sim
200440,000.000.004-40,Igor Oliveira,(81) 96416-4003,igor.oliveira.440@gmail.com,2023-04-23,Plus,Anual,900,720,2024-04-22,Pix,1x,Não,,1,5,7,0,2,2,Não,Não,Não
200441,000.000.004-41,Karen Lima,(43) 97052-5159,karen.lima.441@email.com,2023-03-01,Pro,Anual,1000,800,2024-02-29,Pix,1x,Não,,0,0,4,0,0,2,Não,Não,Sim
200442,000.000.004-42,Mariana Souza,(62) 91327-5609,mariana.souza.442@email.com,2024-08-03,Plus,Anual,900,720,2025-08-03,Cartão,Nx,Não,Sim,22,26,16,2,3,6,Não,Não,Não
200443,000.000.004-43,Igor Lima,(70) 98206-3216,igor.lima.443@outlook.com,2024-07-01,Plus,Anual,900,720,2025-07-01,Pix,1x,Não,,0,1,0,0,1,2,Não,Não,Não
200444,000.000.004-44,Daniela Souza,(65) 90062-4319,daniela.souza.444@aluno.com,2024-01-04,Ultra,Anual,1200,960,2025-01-03,Cartão,12x,Não,Sim,17,33,31,1,1,2,Não,Sim,Sim
200445,000.000.004-45,Eduardo Oliveira,(68) 99592-0739,eduardo.oliveira.445@outlook.com,2023-12-06,Plus,Anual,900,720,2024-12-05,Pix,1x,Sim,,0,1,5,0,0,0,Não,Não,Não
200446,000.000.004-46,Bruno Pereira,(69) 93248-9757,bruno.pereira.446@aluno.com,2023-10-11,Plus,Anual,900,720,2024-10-10,Cartão,12x,Sim,Sim,6,7,6,2,2,5,Não,Não,Não
200447,000.000.004-47,Igor Costa,(27) 99648-8056,igor.costa.447@aluno.com,2023-11-20,Plus,Anual,900,720,2024-11-19,Cartão,12x,Sim,Sim,16,32,12,2,1,6,Não,Não,Não
200448,000.000.004-48,Eduardo Nascimento,,eduardo.nascimento.448@outlook.com,2023-05-03,Plus,Anual,900,720,2024-05-02,Cartão,Nx,Sim,Não,22,29,15,4,2,2,Não,Não,Não
200449,000.000.004-49,Victor Gomes,(75) 92334-8770,victor.gomes.449@email.com,2024-07-07,Plus,Anual,900,720,2025-07-07,Boleto,1x,Não,,5,10,14,0,0,3,Não,Não,Não
200450,000.000.004-50,Mariana Lima,(59) 97982-5554,mariana.lima.450@outlook.com,2023-09-04,Plus,Anual,900,720,2024-09-03,Cartão,12x,Sim,Sim,11,22,11,1,2,9,Não,Não,Não
200451,000.000.004-51,Gustavo Lima,(91) 98590-9507,gustavo.lima.451@aluno.com,2024-11-19,Pro,Anual,1000,800,2025-11-19,Cartão,12x,Não,Não,0,0,5,0,0,2,Não,Não,Sim
200452,000.000.004-52,Fernanda Gomes,(44) 92376-9455,fernanda.gomes.452@gmail.com,2023-08-25,Plus,Anual,900,720,2024-08-24,Cartão,Nx,Sim,Sim,15,24,11,2,3,10,Não,Não,Não
200453,000.000.004-53,Igor Souza,(83) 95118-0505,igor.souza.453@aluno.com,2024-08-01,Ultra,Anual,1200,960,2025-08-01,Cartão,12x,Não,Não,0,2,0,0,0,3,Não,Não,Sim
200454,000.000.004-54,Igor Nascimento,(60) 95166-5983,igor.nascimento.454@email.com,2023-09-03,Plus,Anual,900,720,2024-09-02,Outros,1x,Não,,0,2,0,0,0,0,Não,Não,Sim
200455,000.000.004-55,Igor Souza,(22) 97740-1941,igor.souza.455@outlook.com,2023-02-21,Plus,Anual,900,720,2024-02-21,Boleto,1x,Sim,,0,0,2,0,0,0,Não,Não,Sim
200456,000.000.004-56,Victor Nascimento,(88) 98444-0832,victor.nascimento.456@aluno.com,2023-04-11,Plus,Anual,900,720,2024-04-10,Cartão,12x,Sim,Não,8,21,23,0,4,5,Não,Não,Não
200457,000.000.004-57,Daniela Rodrigues,(98) 95730-9399,daniela.rodrigues.457@outlook.com,2024-01-01,Plus,Anual,900,720,2024-12-31,Cartão,1x,Sim,Sim,3,6,1,2,2,2,Não,Não,Não
200458,000.000.004-58,Olivia Silva,(56) 90936-1152,olivia.silva.458@email.com,2024-11-11,Pro,Anual,1000,800,2025-11-11,Cartão,12x,Não,Sim,20,37,22,2,3,4,Não,Não,Não
200459,000.000.004-59,Helena Rodrigues,(47) 91118-3100,helena.rodrigues.459@email.com,2024-03-22,Pro,Anual,1000,800,2025-03-22,Pix,1x,Sim,,1,9,6,0,3,6,Não,Não,Não
200460,000.000.004-60,Carlos Nascimento,(59) 96416-6942,carlos.nascimento.460@email.com,2023-11-15,Plus,Anual,900,720,2024-11-14,Cartão,12x,Não,Sim,0,0,4,0,1,2,Não,Não,Não
200461,000.000.004-61,Lucas Souza,(37) 93067-9260,lucas.souza.461@gmail.com,2024-08-20,Plus,Anual,900,720,2025-08-20,Cartão,12x,Não,Sim,16,27,11,2,4,10,Não,Não,Não
200462,000.000.004-62,Mariana Souza,(86) 93335-1171,mariana.souza.462@aluno.com,2023-07-24,Plus,Anual,900,720,2024-07-23,Cartão,1x,Sim,Sim,3,11,2,0,0,0,Sim,Não,Não
200463,000.000.004-63,Bruno Silva,(89) 96421-6727,bruno.silva.463@outlook.com,2023-03-29,Plus,Anual,900,720,2024-03-28,Cartão,12x,Não,Sim,4,15,2,2,1,4,Não,Não,Não
200464,000.000.004-64,Nicolas Pereira,(47) 99897-8717,nicolas.pereira.464@aluno.com,2023-03-28,Plus,Anual,900,720,2024-03-27,Cartão,12x,Sim,Sim,20,34,19,4,2,7,Não,Não,Não
200465,000.000.004-65,Lucas Lima,(58) 93875-7938,lucas.lima.465@email.com,2024-05-07,Ultra,Anual,1200,960,2025-05-07,Cartão,1x,Não,Sim,0,2,5,0,0,0,Não,Não,Sim
200466,000.000.004-66,Paulo Costa,(55) 96663-5808,paulo.costa.466@gmail.com,2024-01-08,Plus,Anual,900,720,2025-01-07,Cartão,12x,Não,Sim,8,21,36,3,2,9,Não,Não,Não
200467,000.000.004-67,Helena Oliveira,,helena.oliveira.467@outlook.com,2023-07-13,Plus,Anual,900,720,2024-07-12,Cartão,1x,Sim,Não,0,0,5,0,1,3,Não,Não,Sim
200468,000.000.004-68,Mariana Souza,(23) 97604-9749,mariana.souza.468@gmail.com,2023-04-24,Plus,Anual,900,720,2024-04-23,Cartão,12x,Sim,Sim,0,0,4,0,1,1,Não,Não,Sim
200469,000.000.004-69,Renata Costa,(59) 92413-8836,renata.costa.469@email.com,2023-03-04,Pro,Anual,1000,800,2024-03-03,Cartão,12x,Sim,Sim,0,1,1,0,0,0,Não,Não,Sim
200470,000.000.004-70,Victor Rodrigues,(71) 92007-9941,victor.rodrigues.470@outlook.com,2023-05-16,Plus,Anual,900,720,2024-05-15,Cartão,Nx,Sim,Sim,0,1,4,0,0,2,Não,Não,Não
200471,000.000.004-71,Renata Oliveira,(79) 96701-5913,renata.oliveira.471@outlook.com,2024-11-08,Pro,Anual,1000,800,2025-11-08,Pix,1x,Sim,,0,2,2,0,0,3,Não,Não,Sim
200472,000.000.004-72,Igor Gomes,(63) 97888-6213,igor.gomes.472@gmail.com,2023-12-08,Pro,Anual,1000,800,2024-12-07,Cartão,12x,Não,Sim,2,3,15,0,0,3,Não,Não,Não
200473,000.000.004-73,Karen Souza,(79) 99070-3014,karen.souza.473@aluno.com,2024-01-27,Plus,Anual,900,720,2025-01-26,Pix,1x,Não,,5,8,5,0,1,3,Não,Não,Não
200474,000.000.004-74,Nicolas Oliveira,(16) 96995-5344,nicolas.oliveira.474@email.com,2024-04-12,Plus,Anual,900,720,2025-04-12,Pix,1x,Não,,12,23,30,2,2,8,Não,Não,Não
200475,000.000.004-75,Gustavo Pereira,(97) 99286-7585,gustavo.pereira.475@email.com,2024-03-29,Plus,Anual,900,720,2025-03-29,Cartão,12x,Não,Sim,0,2,0,0,0,2,Não,Não,Não
200476,000.000.004-76,Gustavo Nascimento,(59) 97656-1402,gustavo.nascimento.476@email.com,2023-05-25,Plus,Anual,900,720,2024-05-24,Cartão,Nx,Não,Sim,0,1,1,0,0,0,Não,Não,Sim
200477,000.000.004-77,Mariana Souza,(61) 92059-4762,mariana.souza.477@aluno.com,2024-07-11,Pro,Anual,1000,800,2025-07-11,Cartão,1x,Sim,Não,6,24,26,0,2,5,Não,Não,Não
200478,000.000.004-78,Olivia Rodrigues,(13) 96531-9871,olivia.rodrigues.478@outlook.com,2023-05-09,Ultra,Anual,1200,960,2024-05-08,Cartão,12x,Sim,Sim,14,26,14,4,4,12,Não,Não,Não
200479,000.000.004-79,Sergio Souza,(43) 92664-8521,sergio.souza.479@email.com,2024-04-21,Plus,Anual,900,720,2025-04-21,Cartão,12x,Não,Sim,25,32,11,0,5,6,Não,Sim,Sim
200480,000.000.004-80,Lucas Nascimento,(27) 97803-0183,lucas.nascimento.480@gmail.com,2023-09-06,Plus,Anual,900,720,2024-09-05,Cartão,12x,Não,Sim,22,34,27,1,1,3,Não,Sim,Sim
200481,000.000.004-81,Bruno Nascimento,(34) 98505-6735,bruno.nascimento.481@outlook.com,2024-01-31,Plus,Anual,900,720,2025-01-30,Pix,1x,Não,,20,23,25,2,4,12,Não,Não,Não
200482,000.000.004-82,Bruno Silva,(54) 92221-6437,bruno.silva.482@gmail.com,2024-12-25,Plus,Anual,900,720,2025-12-25,Cartão,12x,Não,Sim,0,2,4,0,0,1,Não,Não,Sim
200483,000.000.004-83,Sergio Rodrigues,(57) 90006-4102,sergio.rodrigues.483@email.com,2023-05-21,Plus,Anual,900,720,2024-05-20,Cartão,12x,Sim,Sim,0,2,2,0,0,2,Não,Sim,Sim
200484,000.000.004-84,Nicolas Gomes,(25) 96527-9918,nicolas.gomes.484@email.com,2023-10-26,Plus,Anual,900,720,2024-10-25,Cartão,12x,Não,Não,5,7,4,1,2,5,Não,Não,Não
200485,000.000.004-85,Eduardo Nascimento,(71) 98061-9100,eduardo.nascimento.485@outlook.com,2023-05-19,Plus,Anual,900,720,2024-05-18,Cartão,Nx,Não,Sim,17,29,14,1,5,9,Não,Não,Não
200486,000.000.004-86,Paulo Nascimento,(18) 93271-9252,paulo.nascimento.486@outlook.com,2024-12-21,Plus,Anual,900,720,2025-12-21,Cartão,Nx,Não,Sim,0,1,0,0,1,1,Não,Não,Sim
200487,000.000.004-87,Tatiana Rodrigues,(18) 90971-4333,tatiana.rodrigues.487@outlook.com,2023-03-12,Plus,Anual,900,720,2024-03-11,Cartão,12x,Sim,Sim,20,38,6,4,1,11,Não,Não,Não
200488,000.000.004-88,Bruno Costa,,bruno.costa.488@aluno.com,2024-07-29,Plus,Anual,900,720,2025-07-29,Cartão,12x,Não,Sim,11,20,12,1,4,10,Não,Não,Não
200489,000.000.004-89,Paulo Souza,(17) 91264-1960,paulo.souza.489@aluno.com,2023-03-06,Plus,Anual,900,720,2024-03-05,Cartão,12x,Sim,Sim,5,23,28,4,2,3,Não,Não,Não
200490,000.000.004-90,Renata Lima,(76) 94750-7334,renata.lima.490@email.com,2024-04-27,Plus,Anual,900,720,2025-04-27,Boleto,1x,Não,,1,4,12,0,1,2,Não,Não,Não
200491,000.000.004-91,Daniela Oliveira,(98) 96448-3867,daniela.oliveira.491@gmail.com,2023-12-09,Plus,Anual,900,720,2024-12-08,Cartão,12x,Não,Sim,0,0,3,0,1,2,Não,Sim,Sim
200492,000.000.004-92,Victor Rodrigues,,victor.rodrigues.492@gmail.com,2024-05-24,Plus,Anual,900,720,2025-05-24,Cartão,12x,Não,Sim,0,0,2,0,1,2,Não,Não,Não
200493,000.000.004-93,Renata Costa,(13) 91960-3929,renata.costa.493@outlook.com,2023-12-21,Plus,Anual,900,720,2024-12-20,Cartão,Nx,Não,Sim,11,24,13,4,2,3,Não,Não,Não
200494,000.000.004-94,Sergio Souza,(44) 94800-1468,sergio.souza.494@email.com,2024-11-22,Plus,Anual,900,720,2025-11-22,Cartão,12x,Não,Sim,2,8,10,1,0,0,Não,Não,Sim
200495,000.000.004-95,Daniela Gomes,(55) 95426-0031,daniela.gomes.495@aluno.com,2024-03-09,Ultra,Anual,1200,960,2025-03-09,Cartão,12x,Não,Sim,16,34,40,4,2,12,Não,Não,Não
200496,000.000.004-96,Juliana Costa,(26) 96490-6628,juliana.costa.496@aluno.com,2023-10-08,Plus,Anual,900,720,2024-10-07,Cartão,12x,Sim,Sim,6,18,1,1,0,1,Não,Não,Não
200497,000.000.004-97,Sergio Nascimento,(45) 90711-6446,sergio.nascimento.497@gmail.com,2024-02-11,Plus,Anual,900,720,2025-02-10,Cartão,12x,Sim,Sim,18,35,17,4,3,9,Não,Não,Não
200498,000.000.004-98,Helena Silva,(74) 92672-9671,helena.silva.498@email.com,2023-09-16,Plus,Anual,900,720,2024-09-15,Cartão,12x,Sim,Não,25,44,25,0,1,2,Não,Não,Não
200499,000.000.004-99,Igor Almeida,(98) 93615-3096,igor.almeida.499@outlook.com,2024-10-12,Plus,Anual,900,720,2025-10-12,Cartão,12x,Não,Sim,5,15,21,3,2,2,Não,Não,Não
200500,000.000.005-00,Renata Almeida,(89) 94024-1132,renata.almeida.500@gmail.com,2024-04-23,Plus,Anual,900,720,2025-04-23,Cartão,Nx,Não,Sim,15,28,36,4,3,12,Não,Não,Não
200501,000.000.005-01,Mariana Pereira,(23) 97299-4834,mariana.pereira.501@gmail.com,2024-04-26,Plus,Anual,900,720,2025-04-26,Cartão,12x,Não,Sim,0,1,2,0,1,1,Não,Não,Não
200502,000.000.005-02,Mariana Gomes,(46) 99892-8049,mariana.gomes.502@aluno.com,2023-01-06,Plus,Anual,900,720,2024-01-06,Cartão,12x,Não,Sim,13,20,8,3,1,10,Não,Não,Não
200503,000.000.005-03,Eduardo Nascimento,(68) 95134-9670,eduardo.nascimento.503@outlook.com,2024-04-04,Plus,Anual,900,720,2025-04-04,Cartão,12x,Não,Sim,0,1,1,0,0,2,Não,Não,Não
200504,000.000.005-04,Eduardo Almeida,(74) 92363-5826,eduardo.almeida.504@email.com,2024-04-28,Plus,Anual,900,720,2025-04-28,Cartão,12x,Sim,Sim,0,1,4,0,1,3,Não,Não,Não
200505,000.000.005-05,Igor Almeida,(43) 99230-7403,igor.almeida.505@outlook.com,2024-06-26,Plus,Anual,900,720,2025-06-26,Cartão,12x,Não,Sim,0,2,3,0,0,2,Não,Não,Sim
200506,000.000.005-06,Renata Lima,(17) 96464-7055,renata.lima.506@outlook.com,2023-09-02,Plus,Anual,900,720,2024-09-01,Cartão,12x,Não,Sim,0,0,4,0,0,0,Não,Não,Sim
200507,000.000.005-07,Olivia Lima,(12) 96190-6246,olivia.lima.507@gmail.com,2024-08-17,Plus,Anual,900,720,2025-08-17,Pix,1x,Não,,0,0,0,0,1,1,Não,Não,Não
200508,000.000.005-08,Nicolas Gomes,(23) 91455-1567,nicolas.gomes.508@outlook.com,2023-12-17,Plus,Anual,900,720,2024-12-16,Outros,1x,Não,,2,13,14,0,1,4,Não,Não,Não
200509,000.000.005-09,Karen Gomes,(66) 90116-4355,karen.gomes.509@aluno.com,2023-09-16,Plus,Anual,900,720,2024-09-15,Cartão,1x,Não,Sim,0,0,1,0,0,0,Não,Não,Não
200510,000.000.005-10,Daniela Souza,(62) 95152-8483,daniela.souza.510@outlook.com,2024-09-07,Plus,Anual,900,720,2025-09-07,Cartão,Nx,Não,Sim,2,14,5,1,3,5,Não,Não,Não
200511,000.000.005-11,Sergio Gomes,(63) 95269-1133,sergio.gomes.511@outlook.com,2024-05-19,Plus,Anual,900,720,2025-05-19,Boleto,1x,Não,,0,1,5,0,1,1,Não,Não,Não
200512,000.000.005-12,Sergio Pereira,(27) 96869-2758,sergio.pereira.512@gmail.com,2024-06-30,Plus,Anual,900,720,2025-06-30,Cartão,12x,Não,Sim,5,9,38,4,2,2,Não,Não,Não
200513,000.000.005-13,Victor Gomes,(92) 93218-7565,victor.gomes.513@aluno.com,2024-03-25,Plus,Anual,900,720,2025-03-25,Boleto,1x,Não,,18,36,31,1,1,10,Não,Não,Não
200514,000.000.005-14,Gustavo Costa,(43) 96897-8913,gustavo.costa.514@email.com,2023-05-26,Plus,Anual,900,720,2024-05-25,Cartão,12x,Sim,Sim,24,29,9,0,3,9,Não,Não,Não
